Features,Weight
diagnosis__HIERARCHY_10.1.2.1,0.43165037795030814
diagnosis__3051,0.5923977492121663
diagnosis__HIERARCHY_10.1.2,0.2944669015130629
diagnosis__2810,0.026215449721961548
diagnosis__460,0.6590839743807453
diagnosis__V6546,0.973926854756367
diagnosis__5110,0.782060475227123
diagnosis__HIERARCHY_8.1.5.4,0.14789640068474752
diagnosis__78830,0.9609699231854694
diagnosis__V041,0.6065712435011619
diagnosis__42781,0.6822134063349098
diagnosis__HIERARCHY_7.4.1.3,0.02623390825942895
diagnosis__3109,0.6335774294477847
diagnosis__V0489,0.31038894292759767
diagnosis__4168,0.5000889316366361
diagnosis__HIERARCHY_17.1.6,0.7139159725140579
diagnosis__HIERARCHY_1.1.2,0.8040897888367926
diagnosis__HIERARCHY_3.8.2,0.6405806724598843
diagnosis__71905,0.6836332154173943
diagnosis__V5865,0.4928068293682054
diagnosis__V5863,0.3434287113133627
diagnosis__HIERARCHY_2.1.1,0.7000863007060656
diagnosis__7863,0.26191761564912486
diagnosis__36563,0.4506238018368759
diagnosis__03811,0.922231633191264
diagnosis__4589,0.01107882974301877
diagnosis__46401,0.22280602983486997
diagnosis__431,0.39273276428633563
diagnosis__2454,0.2637270671887051
diagnosis__HIERARCHY_3.5,0.2403328043794115
diagnosis__3383,0.9757108147663093
diagnosis__7051,0.07027940896774021
diagnosis__HIERARCHY_16.2.3.1,0.2996797908488966
diagnosis__HIERARCHY_16.10.2.2,0.5499748040388678
diagnosis__78791,0.18150132859214507
diagnosis__HIERARCHY_8.2.3,0.37784763185577663
diagnosis__05319,0.6474717810397337
diagnosis__HIERARCHY_1.3.3.3,0.3436554687783958
diagnosis__HIERARCHY_5.10,0.09947196852520768
diagnosis__HIERARCHY_1.3.3.1,0.40535373034365085
diagnosis__53390,0.9493515031200491
diagnosis__4730,0.2062867759545961
diagnosis__4408,0.4239969833134959
diagnosis__HIERARCHY_7.2.1.4,0.22425739665652833
diagnosis__HIERARCHY_7.4.2.2,0.7517768147156918
diagnosis__2410,0.7330305501252984
diagnosis__6259,0.955305425930536
diagnosis__V4589,0.28019346805979783
diagnosis__HIERARCHY_17.1.3,0.6439072737686177
diagnosis__HIERARCHY_7.4.2,0.18005038942600537
diagnosis__HIERARCHY_7.4.3,0.4362274907381769
diagnosis__591,0.04942658152368973
diagnosis__HIERARCHY_16.10.2.3,0.04558446576212394
diagnosis__V436,0.6743589804857896
diagnosis__41406,0.96617624962221
diagnosis__78902,0.9924385340857212
diagnosis__72760,0.08199348721651123
diagnosis__HIERARCHY_12.1.1.3,0.3244601428855457
diagnosis__42833,0.5887657725362317
diagnosis__2821,0.831984413180784
diagnosis__5163,0.07086147549442345
diagnosis__7944,0.37326267013195114
diagnosis__4041,0.7628408167261593
diagnosis__HIERARCHY_10.3.9.1,0.6769628583573768
diagnosis__4412,0.7831695655094131
diagnosis__78964,0.33878380609148695
diagnosis__3572,0.856444770003354
diagnosis__29633,0.004524026241260359
diagnosis__29632,0.5802061070780768
diagnosis__V4511,0.5154695381140278
diagnosis__2440,0.31419511773399456
diagnosis__6823,0.2229407127304983
diagnosis__HIERARCHY_5.8.1,0.4095852201690803
diagnosis__25041,0.9859572908937727
diagnosis__HIERARCHY_8.1.4,0.9569025985992706
diagnosis__7864,0.6238126458119684
diagnosis__HIERARCHY_10.1.6.1,0.010971149764335109
diagnosis__HIERARCHY_2.11.6,0.7820013964960112
diagnosis__42822,0.33208439711815285
diagnosis__HIERARCHY_2.11.1,0.22709053604238527
diagnosis__HIERARCHY_7.2.2.2,0.3106350385782207
diagnosis__HIERARCHY_5.14.1,0.21859310052905823
diagnosis__7265,0.8541752384141069
diagnosis__HIERARCHY_8.3.1.3,0.833300439143902
diagnosis__29645,0.5460931857962271
diagnosis__HIERARCHY_6.8.3,0.25230633155808113
diagnosis__5363,0.2694758374348708
diagnosis__7852,0.9883093125821227
diagnosis__3004,0.7524433941764292
diagnosis__49302,0.47222210534067566
diagnosis__7916,0.3402698940405986
diagnosis__V1259,0.7591862816716746
diagnosis__4941,0.578084998310323
diagnosis__HIERARCHY_9.6.3,0.31063279224419793
diagnosis__1733,0.44543325159890446
diagnosis__7260,0.4959939856887564
diagnosis__43331,0.23348978364680062
diagnosis__2689,0.16362332127388413
diagnosis__78701,0.04735581822358004
diagnosis__HIERARCHY_2.2,0.34979048005169544
diagnosis__38910,0.7156240057981077
diagnosis__56089,0.6431895138749063
diagnosis__HIERARCHY_6.8,0.9691369239287904
diagnosis__49120,0.6895348342750306
diagnosis__4618,0.9575420212555192
diagnosis__V7109,0.21820137510594728
diagnosis__72190,0.1378943493071615
diagnosis__72751,0.7220846231171651
diagnosis__24220,0.9432398239406111
diagnosis__1991,0.49905669231138017
diagnosis__72290,0.43460535079011486
diagnosis__72293,0.6821254327271039
diagnosis__81200,0.0037766693377642158
diagnosis__5185,0.4181008916277673
diagnosis__HIERARCHY_6.8.2,0.9910748929233465
diagnosis__HIERARCHY_8.3.2.1,0.7334843483688724
diagnosis__49322,0.5239649983848647
diagnosis__HIERARCHY_7.4.3.1,0.05696071924935886
diagnosis__5641,0.8682863318644006
diagnosis__HIERARCHY_16.10.2,0.028989881382042282
diagnosis__8404,0.2260219909368527
diagnosis__7804,0.8900583371451284
diagnosis__7324,0.3106682234113246
diagnosis__HIERARCHY_2.11,0.05115712771915326
diagnosis__4920,0.1552791384072051
diagnosis__HIERARCHY_1.3.3,0.27764798437132643
diagnosis__V4579,0.027941953425096977
diagnosis__HIERARCHY_9.6.3.4,0.7885344611494516
diagnosis__49390,0.5358298882345423
diagnosis__59581,0.275537069820337
diagnosis__44422,0.4536535475806496
diagnosis__43390,0.625200807530686
diagnosis__30001,0.1505360612362736
diagnosis__V1582,0.3266841668451722
diagnosis__HIERARCHY_3.3.2,0.7421435405259007
diagnosis__HIERARCHY_12.1.1,0.8750460566527223
diagnosis__46611,0.7625227502428039
diagnosis__HIERARCHY_2.2.2,0.7471708339071167
diagnosis__48281,0.397715478883645
diagnosis__71590,0.1308889957462417
diagnosis__7942,0.10343219278160043
diagnosis__4467,0.6773292528778894
diagnosis__HIERARCHY_3.5.2,0.16620740354314756
diagnosis__HIERARCHY_1.3,0.2663942564053974
diagnosis__HIERARCHY_9.1,0.842676948733336
diagnosis__4660,0.07356350396175493
diagnosis__HIERARCHY_2.13,0.858977778394307
diagnosis__7282,0.20696249965499935
diagnosis__V779,0.16187134722837115
diagnosis__7231,0.8481955852073825
diagnosis__74685,0.9567339081047531
diagnosis__79022,0.5074317827856915
diagnosis__HIERARCHY_14.1.20,0.6111893771587419
diagnosis__7243,0.41549838347298673
diagnosis__29610,0.5286247972288074
diagnosis__HIERARCHY_13.3.3.4,0.3137513839749049
diagnosis__V728,0.40774959091971474
diagnosis__HIERARCHY_14.1,0.734313021712689
diagnosis__V491,0.25486184125624234
diagnosis__72191,0.6496746030828688
diagnosis__5856,0.08012358693937882
diagnosis__72231,0.0812649541912367
diagnosis__53089,0.5231686944799712
diagnosis__37515,0.5595071723757613
diagnosis__4789,0.41063607854997997
diagnosis__4786,0.5574584811185131
diagnosis__7397,0.3851420204707222
diagnosis__V5843,0.06905926016957387
diagnosis__HIERARCHY_13.2.1,0.1831287922483954
diagnosis__36502,0.9382522001180036
diagnosis__41400,0.2631450821506738
diagnosis__7871,0.8101866759880523
diagnosis__7245,0.6047294788962778
diagnosis__0204,0.8382428271999744
diagnosis__25043,0.5230072241918186
diagnosis__7140,0.9354048556456126
diagnosis__V6801,0.9992919726478168
diagnosis__V6809,0.3564064760920759
diagnosis__HIERARCHY_8.9,0.2488402848002389
diagnosis__41404,0.1455365256823542
diagnosis__V5390,0.4940989352858003
diagnosis__48232,0.2150853325587908
diagnosis__78071,0.8430963197664983
diagnosis__V4582,0.5211389755481168
diagnosis__43311,0.17788421130443455
diagnosis__V7645,0.5238945326716974
diagnosis__HIERARCHY_4.4,0.21029781318973984
diagnosis__V5881,0.1829970573598405
diagnosis__HIERARCHY_1.4,0.7090784918814689
diagnosis__HIERARCHY_13.3.3.6,0.8778426073088567
diagnosis__29590,0.08064795855148998
diagnosis__V032,0.432022017557934
diagnosis__4149,0.6848533527734225
diagnosis__HIERARCHY_10.1.4.1,0.6946842695794253
diagnosis__2630,0.8315420363985994
diagnosis__5909,0.14660495239676097
diagnosis__HIERARCHY_16.10.2.7,0.28917259351532376
diagnosis__2463,0.8469756527930086
diagnosis__4738,0.8449999946268457
diagnosis__36615,0.002976274900858611
diagnosis__25001,0.51470973530208
diagnosis__V810,0.16655420077828686
diagnosis__47822,0.9530343788976435
diagnosis__2443,0.3263820195426569
diagnosis__2769,0.4294273346482991
diagnosis__4548,0.755240084941105
diagnosis__2832,0.8006013188246023
diagnosis__7292,0.7145218356595202
diagnosis__6272,0.21297872447249544
diagnosis__HIERARCHY_9.10.2,0.9802411981399548
diagnosis__3310,0.06307184484091521
diagnosis__5781,0.4368505007985497
diagnosis__79093,0.3743920819280463
diagnosis__V700,0.6454395354973032
diagnosis__5953,0.39279681812679146
diagnosis__7993,0.26224586060174193
diagnosis__6279,0.4412911696197265
diagnosis__HIERARCHY_10.3.7,0.2717261585460963
diagnosis__36500,0.6941743934162293
diagnosis__V424,0.17502088174525876
diagnosis__7837,0.6773767232240429
diagnosis__7325,0.38578136149132014
diagnosis__7202,0.0682587780859909
diagnosis__V0481,0.003396443181337916
diagnosis__V4561,0.24992976728910699
diagnosis__HIERARCHY_7.5.2,0.17391966735838915
diagnosis__V2889,0.9031561612550437
diagnosis__56400,0.4317037265351432
diagnosis__HIERARCHY_9.5.3.5,0.4684507481763839
diagnosis__7393,0.49840944589440006
diagnosis__5750,0.4898157129251799
diagnosis__HIERARCHY_7.2.1.1,0.7991594855730807
diagnosis__28401,0.204318822616253
diagnosis__HIERARCHY_9.7.5,0.7582645561022019
diagnosis__HIERARCHY_9.7.4,0.14052894232255753
diagnosis__HIERARCHY_9.12.1,0.6326806436647249
diagnosis__HIERARCHY_2.16.2.5,0.18504519973697164
diagnosis__7921,0.38662778395717534
diagnosis__HIERARCHY_2.16.2,0.2375428379910831
diagnosis__37921,0.9354026959493476
diagnosis__3969,0.640975056701053
diagnosis__2638,0.8239617914457242
diagnosis__32752,0.5156056502969798
diagnosis__25003,0.5582518306165418
diagnosis__V1269,0.9008212596457792
diagnosis__HIERARCHY_2.16,0.193010626886153
diagnosis__73390,0.3553481854978561
diagnosis__60020,0.7428107122106804
diagnosis__78842,0.5170366819458918
diagnosis__78843,0.9717330981627361
diagnosis__4289,0.1492070525529352
diagnosis__2930,0.24376823027364425
diagnosis__59371,0.06825041454553471
diagnosis__2839,0.3776277168824327
diagnosis__70401,0.7888888686699629
diagnosis__HIERARCHY_7.2.11.2,0.4700223320869744
diagnosis__41181,0.3430988692825093
diagnosis__6805,0.0054039054935708375
diagnosis__HIERARCHY_8.1.1.1,0.285051767619211
diagnosis__7358,0.5381292480341662
diagnosis__36257,0.4072454812953248
diagnosis__7217,0.8266418733301097
diagnosis__V7799,0.2893840664746531
diagnosis__V7641,0.03657487906762713
diagnosis__7820,0.6053468884611424
diagnosis__481,0.9825108666823027
diagnosis__25080,0.4191437543709754
diagnosis__HIERARCHY_7.3.1.2,0.7881962548158316
diagnosis__72251,0.4557569199771625
diagnosis__2849,0.6583934895791561
diagnosis__36589,0.3303785123519408
diagnosis__HIERARCHY_3.11.1,0.24134722682092802
diagnosis__1541,0.7622628592459171
diagnosis__HIERARCHY_9.6.6,0.12600520224929146
diagnosis__7197,0.03675278274643501
diagnosis__25063,0.1034527174609775
diagnosis__2729,0.7410771233073132
diagnosis__5855,0.8525136360105853
diagnosis__HIERARCHY_3.3.3,0.21754653193256446
diagnosis__V018,0.7035598754110952
diagnosis__317,0.7686857720256104
diagnosis__70720,0.9929594121479782
diagnosis__72400,0.18397977413647504
diagnosis__2875,0.15205740412626922
diagnosis__HIERARCHY_4.2.2,0.3607646264486083
diagnosis__V126,0.02227989009758069
diagnosis__HIERARCHY_14.5.25,0.7286222708708217
diagnosis__29636,0.5015411466986618
diagnosis__2441,0.25598343304776605
diagnosis__8209,0.00010202672116976785
diagnosis__42823,0.596027851876243
diagnosis__5570,0.9548448403518681
diagnosis__1534,0.4712622227410168
diagnosis__1533,0.6621972127867458
diagnosis__HIERARCHY_16.2.1,0.12051126875235829
diagnosis__24951,0.7859193641019022
diagnosis__82010,0.40772860885792295
diagnosis__42831,0.4139093873974905
diagnosis__7915,0.8580322690826944
diagnosis__V078,0.1899878336906894
diagnosis__6961,0.7998666200023172
diagnosis__V679,0.25968004618359064
diagnosis__2639,0.4706395624844779
diagnosis__7869,0.15482414892122698
diagnosis__2819,0.161484717107502
diagnosis__78832,0.5099186765222993
diagnosis__V7791,0.22509003252109838
diagnosis__4375,0.1250770664780081
diagnosis__2750,0.822257977601361
diagnosis__HIERARCHY_8.3.2.2,0.5153305701740735
diagnosis__43491,0.8168095229356913
diagnosis__V420,0.8998531077284672
diagnosis__V290,0.5889077800022592
diagnosis__V5874,0.705321023457358
diagnosis__HIERARCHY_5.5.3,0.3021206309650658
diagnosis__36552,0.5531644924926585
diagnosis__49391,0.8227480672930086
diagnosis__HIERARCHY_4.2,0.6236951330140769
diagnosis__725,0.4612310988639816
diagnosis__HIERARCHY_7.3.3,0.5134153499375089
diagnosis__HIERARCHY_7.3.5,0.015331893701715837
diagnosis__HIERARCHY_3.5.1,0.7989548469914753
diagnosis__HIERARCHY_2.1.2,0.26037920166622475
diagnosis__7580,0.5158498843886841
diagnosis__2662,0.44403775514307253
diagnosis__43820,0.8576228415154028
diagnosis__25071,0.8421503523481679
diagnosis__5930,0.5529178503796212
diagnosis__1590,0.6587459585683635
diagnosis__29690,0.16445386665581518
diagnosis__V744,0.9174452491041764
diagnosis__5959,0.8375507918426665
diagnosis__36611,0.46965796547033944
diagnosis__7211,0.6939524943030602
diagnosis__59389,0.5445729006511759
diagnosis__45981,0.18751042111078808
diagnosis__HIERARCHY_10.1.8.1,0.6450750995203174
diagnosis__71489,0.3767860058357563
diagnosis__70710,0.3384976761178028
diagnosis__25033,0.45441126341805427
diagnosis__59971,0.5021859290947293
diagnosis__11282,0.4379874379037326
diagnosis__42741,0.29142059469221715
diagnosis__20921,0.7337713429412775
diagnosis__V1051,0.7219765896055319
diagnosis__HIERARCHY_7.2.10,0.5569067724973135
diagnosis__78054,0.16361265368804223
diagnosis__1535,0.09752648292030652
diagnosis__78053,0.20442528686749917
diagnosis__V568,0.012173720102683139
diagnosis__78603,0.4066070427035451
diagnosis__42820,0.39831812864095206
diagnosis__7015,0.11728661297662701
diagnosis__40290,0.0214293456638035
diagnosis__5903,0.2720170463105107
diagnosis__1883,0.5531746812208257
diagnosis__185,0.8824665888782791
diagnosis__V292,0.4830658471909962
diagnosis__4778,0.8502507622947485
diagnosis__1623,0.10755040398402893
diagnosis__V434,0.68035709875338
diagnosis__49122,0.23606801909458264
diagnosis__72939,0.3962155626886037
diagnosis__4919,0.3023113223765894
diagnosis__24241,0.10708420083406767
diagnosis__4580,0.3142622583776056
diagnosis__V7286,0.9122867209191464
diagnosis__5845,0.9124556052833073
diagnosis__7390,0.8240219456110012
diagnosis__V4585,0.008432018593288348
diagnosis__71906,0.3770953682077519
diagnosis__78841,0.24465285040516205
diagnosis__V7260,0.09657644213842109
diagnosis__29689,0.3001086642371229
diagnosis__5303,0.2508078000871542
diagnosis__46420,0.458212481679416
diagnosis__7891,0.3971095788540997
diagnosis__319,0.30066221311685337
diagnosis__2900,0.5342859981096957
diagnosis__V017,0.8226807226042329
diagnosis__5847,0.57409343775493
diagnosis__HIERARCHY_10.3.4,0.04109386274099913
diagnosis__3669,0.7075393498659956
diagnosis__27651,0.5830820222397147
diagnosis__8460,0.028619053034117603
diagnosis__V074,0.11668445690456986
diagnosis__6929,0.7123405811885524
diagnosis__HIERARCHY_10.1.5.1,0.5064288368728721
diagnosis__3940,0.20557615487590375
diagnosis__71527,0.8827666868707663
diagnosis__HIERARCHY_10.1.5,0.03793583648917165
diagnosis__V283,0.6131788316893152
diagnosis__7354,0.9140623342336051
diagnosis__8472,0.744101278204445
diagnosis__49382,0.16956540935221798
diagnosis__V1302,0.7146945174234012
diagnosis__6029,0.21686220202582351
diagnosis__30009,0.9311160767454606
diagnosis__5920,0.28945717715276087
diagnosis__72709,0.22070881697695133
diagnosis__71515,0.16223827306848726
diagnosis__7105,0.7400960421488332
diagnosis__78799,0.9069872410407785
diagnosis__7395,0.6327603316861893
diagnosis__2469,0.03845810366309099
diagnosis__60021,0.7283712808382479
diagnosis__24921,0.3725535453867228
diagnosis__29682,0.616776293204924
diagnosis__72271,0.5606799010821507
diagnosis__36207,0.9453262393624767
diagnosis__7244,0.526948625712887
diagnosis__36281,0.3998683155850834
diagnosis__7902,0.5209102269697198
diagnosis__HIERARCHY_6.4.2,0.5707311715944132
diagnosis__2452,0.3771030389477612
diagnosis__HIERARCHY_16.10.1.2,0.4758065442063608
diagnosis__7108,0.9397057473275533
diagnosis__V431,0.7201081857135447
diagnosis__HIERARCHY_13.7,0.0105848445957486
diagnosis__2113,0.45444615132708266
diagnosis__2777,0.23223773005097914
diagnosis__V706,0.5298079986123987
diagnosis__V4974,0.8477398364707884
diagnosis__29612,0.8414508868953647
diagnosis__71533,0.12527307759564998
diagnosis__HIERARCHY_2.16.2.2,0.08180395873696922
diagnosis__HIERARCHY_2.10.3,0.5266142502637995
diagnosis__7210,0.047915995583774906
diagnosis__71948,0.42442820660923697
diagnosis__72662,0.06512878463414762
diagnosis__HIERARCHY_9.6.5,0.6748795854643125
diagnosis__79399,0.9257443177832706
diagnosis__V5878,0.275010988040263
diagnosis__HIERARCHY_9.3,0.5861365738841404
diagnosis__HIERARCHY_1.3.2,0.6015715909053915
diagnosis__32751,0.9790304890707323
diagnosis__78060,0.3122607134165347
diagnosis__72280,0.36400724570151755
diagnosis__71949,0.38839668284498063
diagnosis__78099,0.9011121045818672
diagnosis__7109,0.1979238183767431
diagnosis__7337,0.8740687969877589
diagnosis__56949,0.8174795889851523
diagnosis__HIERARCHY_13.3.3.5,0.9141967692372736
diagnosis__56881,0.681687643717559
diagnosis__HIERARCHY_9.4.2.2,0.09444068299747932
diagnosis__4721,0.6918770234868514
diagnosis__HIERARCHY_6.8.1,0.7463853513274612
diagnosis__36511,0.15437517870786988
diagnosis__V061,0.5309908160909967
diagnosis__V776,0.7423931138834206
diagnosis__29010,0.8163292101124134
diagnosis__HIERARCHY_6.7.2.1,0.8089818122238212
diagnosis__HIERARCHY_6.8.1.2,0.3472258555920418
diagnosis__30002,0.86977806251332
diagnosis__7212,0.9102964831352719
diagnosis__HIERARCHY_2.16.1,0.8583131121844221
diagnosis__V163,0.4466166552667845
diagnosis__4841,0.3388003173612648
diagnosis__V024,0.4677382340859536
diagnosis__38181,0.5870309753899206
diagnosis__79029,0.7899229201588785
diagnosis__2384,0.025723788894702948
diagnosis__7394,0.6956213321790736
diagnosis__36211,0.7815140119099738
diagnosis__72885,0.7467349401463322
diagnosis__3569,0.3911552304466168
diagnosis__36603,0.08498342824633409
diagnosis__3670,0.28848121346425215
diagnosis__HIERARCHY_9.8.2.2,0.8573316463764474
diagnosis__24900,0.7878126976474237
diagnosis__73381,0.5046938078635508
diagnosis__7246,0.256498060957414
diagnosis__6274,0.48052537812582896
diagnosis__36630,0.6101338811013682
diagnosis__8461,0.044815830680047686
diagnosis__7859,0.34447609144736335
diagnosis__HIERARCHY_16.4.2,0.5998069333085537
diagnosis__V293,0.2462356945913281
diagnosis__7350,0.10896933288888655
diagnosis__72691,0.20711807315028707
diagnosis__HIERARCHY_16.4,0.43579431707664973
diagnosis__0391,0.669260937884013
diagnosis__3534,0.8161875659624265
diagnosis__7321,0.3106308787725539
diagnosis__5720,0.7435861482649914
diagnosis__9953,0.9779667293676826
diagnosis__V1261,0.25747656967042665
diagnosis__4911,0.12925517797371489
diagnosis__5939,0.9035197421804009
diagnosis__78003,0.8182011262251976
diagnosis__36632,0.53976493082631
diagnosis__28981,0.40561120005668383
diagnosis__38619,0.2074728778675986
diagnosis__HIERARCHY_14.5.3,0.09443485769981275
diagnosis__V0171,0.8583313554884991
diagnosis__HIERARCHY_16.10.2.6,0.5823612476077915
diagnosis__HIERARCHY_7.2.9.1,0.5540676813723736
diagnosis__73309,0.5934903386483122
diagnosis__HIERARCHY_6.5.2,0.20642142102835648
diagnosis__HIERARCHY_7.2.1.3,0.7239268493990265
diagnosis__5950,0.3479586985552803
diagnosis__HIERARCHY_9.6.4.2,0.6432739675731147
diagnosis__4242,0.6905228043519
diagnosis__4272,0.5869371033967218
diagnosis__59780,0.9275205345969196
diagnosis__HIERARCHY_9.6.2,0.42070760409670793
diagnosis__72409,0.5897352096079953
diagnosis__V788,0.728898805066831
diagnosis__V5832,0.6024438984478687
diagnosis__6807,0.1540266141329968
diagnosis__1106,0.9976833446356526
diagnosis__2450,0.8090586191904605
diagnosis__7249,0.6665545210308945
diagnosis__56213,0.565572490414222
diagnosis__3951,0.8474822875564256
diagnosis__36601,0.3636166096557629
diagnosis__7020,0.9719587655271564
diagnosis__1745,0.4317897264575321
diagnosis__72706,0.947228386192711
diagnosis__99859,0.427874024192048
diagnosis__4299,0.6133391195456451
diagnosis__V717,0.9893885373533589
diagnosis__1743,0.3561075771156811
diagnosis__V774,0.05120867100374271
diagnosis__72743,0.2769322499173569
diagnosis__7919,0.4725298528302774
diagnosis__24211,0.13593110454227553
diagnosis__71954,0.276382253823485
diagnosis__1746,0.0563899595429479
diagnosis__71528,0.9457861727975105
diagnosis__HIERARCHY_13.1,0.1333851223845206
diagnosis__HIERARCHY_16.2.4,0.2524420831889883
diagnosis__6826,0.7337236029804225
diagnosis__71526,0.9106829851177525
diagnosis__72679,0.10461592856666746
diagnosis__44022,0.6260657256120322
diagnosis__36622,0.49744696101068653
diagnosis__4270,0.4695327018324117
diagnosis__71535,0.3189903263872689
diagnosis__71523,0.12202978710792023
diagnosis__6959,0.6760885857860762
diagnosis__72230,0.8802368489712822
diagnosis__4241,0.2655325116429471
diagnosis__7840,0.1322101197789196
diagnosis__HIERARCHY_12.1.1.5,0.8769319179807613
diagnosis__HIERARCHY_7.4.3.2,0.9228715302774683
diagnosis__7216,0.5793349523263591
diagnosis__3960,0.07865569523129012
diagnosis__7141,0.6184011497911897
diagnosis__4619,0.7001512548305049
diagnosis__HIERARCHY_16.2.4.2,0.8799141431562715
diagnosis__HIERARCHY_13.3.3.1,0.6400998483617262
diagnosis__5191,0.018627240594227934
diagnosis__71430,0.8568415438875461
diagnosis__71433,0.624025033344738
diagnosis__36641,0.623592462349672
diagnosis__7100,0.8972886348744119
diagnosis__71592,0.12445061970685212
diagnosis__7234,0.43395019366343623
diagnosis__71596,0.5231347504329986
diagnosis__72765,0.9405768869342462
diagnosis__36561,0.02029663363764833
diagnosis__7048,0.9034264925691721
diagnosis__5309,0.8594117939960897
diagnosis__2382,0.34326071408224945
diagnosis__2760,0.059489970454848606
diagnosis__45119,0.5012824780870461
diagnosis__29620,0.540060704315705
diagnosis__HIERARCHY_10.1.2.2,0.4730578663241729
diagnosis__4770,0.08288835061089761
diagnosis__38643,0.4839679212540581
diagnosis__5184,0.4599223400645581
diagnosis__V7644,0.6791376191550994
diagnosis__V5631,0.2558064769345717
diagnosis__HIERARCHY_2.12.6,0.40651333482601726
diagnosis__V5889,0.7655242891150178
diagnosis__V5882,0.3028945597782733
diagnosis__HIERARCHY_7.5.1.1,0.1277289830218724
diagnosis__V5864,0.7105467220005602
diagnosis__4465,0.9670579905061825
diagnosis__1304,0.9927615412603769
diagnosis__7956,0.6378796208181493
diagnosis__494,0.3216710041758931
diagnosis__5070,0.10755636679490055
diagnosis__7861,0.6179940421979045
diagnosis__V740,0.7126535754674401
diagnosis__42841,0.8202736728715646
diagnosis__4130,0.5261179413098176
diagnosis__78061,0.4569337939109337
diagnosis__36503,0.16065193294173596
diagnosis__702,0.9601811394709546
diagnosis__HIERARCHY_1.1.2.4,0.517828364196189
diagnosis__5846,0.7195400463314936
diagnosis__5848,0.7685218148679666
diagnosis__586,0.2980984184796943
diagnosis__99592,0.3096288918548903
diagnosis__72211,0.9117172580249088
diagnosis__34690,0.15333877017779396
diagnosis__HIERARCHY_8.4,0.12735883188356878
diagnosis__29650,0.6715365554684909
diagnosis__V510,0.024806728902665887
diagnosis__36541,0.18357896738087975
diagnosis__83920,0.8093757750500323
diagnosis__71524,0.14704521007358462
diagnosis__71525,0.7813337234496146
diagnosis__44024,0.2432186514031256
diagnosis__4761,0.7616762352272731
diagnosis__9053,0.1898532644329659
diagnosis__V4573,0.0852960310808818
diagnosis__40311,0.366406179671243
diagnosis__7069,0.6943209922260668
diagnosis__5931,0.08673922302875703
diagnosis__HIERARCHY_12.1.1.1,0.4005234878922138
diagnosis__25040,0.5775867778221643
diagnosis__56211,0.4652735361951942
diagnosis__72663,0.014697506485472078
diagnosis__72665,0.6272297891263922
diagnosis__78836,0.8491484739163749
diagnosis__68111,0.11613700460608334
diagnosis__HIERARCHY_2.12,0.013563915463284948
diagnosis__00845,0.4286318398944021
diagnosis__59080,0.5457334767168508
diagnosis__40390,0.9135829596052646
diagnosis__4330,0.7095077282897451
diagnosis__V802,0.2075361956119327
diagnosis__7870,0.911684362185494
diagnosis__3950,0.516845636851422
diagnosis__V5331,0.9733830092341594
diagnosis__36523,0.8738022811541349
diagnosis__38658,0.8199143107883596
diagnosis__2811,0.9404266998369952
diagnosis__2812,0.9537621414996023
diagnosis__1749,0.9579040774977925
diagnosis__78703,0.6640745245343735
diagnosis__5161,0.511274442035845
diagnosis__56401,0.11162794301196466
diagnosis__3559,0.2817116386482761
diagnosis__340,0.21014569436095643
diagnosis__4838,0.2969677931564545
diagnosis__3331,0.05260092155715068
diagnosis__5854,0.5115590008399885
diagnosis__36614,0.13792575836792664
diagnosis__4556,0.037765987834449954
diagnosis__4555,0.6278637142136171
diagnosis__7885,0.8747040988721588
diagnosis__34500,0.011231622174806
diagnosis__5770,0.9716960310476261
diagnosis__7868,0.2821548618781462
diagnosis__6273,0.33369032302954593
diagnosis__28249,0.20844904428228705
diagnosis__27652,0.37720203310328293
diagnosis__V719,0.19051139393265604
diagnosis__3804,0.2105790664916083
diagnosis__V560,0.0632595855364474
diagnosis__70711,0.35716832168409873
diagnosis__36236,0.5231045539639548
diagnosis__49301,0.16235568897297226
diagnosis__49300,0.14868353319592886
diagnosis__2682,0.9316873909750876
diagnosis__38648,0.41841595827500544
diagnosis__5182,0.6715650669615676
diagnosis__1625,0.5356441759333275
diagnosis__HIERARCHY_16.10.2.5,0.7442940329116814
diagnosis__79092,0.5005138787487032
diagnosis__HIERARCHY_9.10.1,0.6704679310658614
diagnosis__HIERARCHY_2.12.3,0.28066775525603804
diagnosis__46619,0.07100960035625081
diagnosis__4464,0.12346594940551203
diagnosis__29660,0.45146606404316747
diagnosis__99811,0.11876368077702726
diagnosis__4661,0.3898086238059164
diagnosis__4910,0.8640901529469645
diagnosis__HIERARCHY_5.11,0.9999648599914793
diagnosis__1830,0.60056066739903
diagnosis__V5413,0.7583931054901886
diagnosis__78962,0.22366420531138775
diagnosis__7318,0.7864136209805304
diagnosis__V483,0.08796115939943328
diagnosis__HIERARCHY_1.1.2.5,0.0409609929743302
diagnosis__V4614,0.15838233885679387
diagnosis__4541,0.7738348236163257
diagnosis__7144,0.6496823810446493
diagnosis__71509,0.7808919021143707
diagnosis__514,0.697159430255236
diagnosis__4538,0.22469551026561174
diagnosis__4539,0.48287840028483975
diagnosis__V708,0.5517200519119848
diagnosis__V703,0.06662294337317998
diagnosis__28310,0.5952466963826014
diagnosis__V462,0.3736956010652911
diagnosis__5100,0.3862629533248786
diagnosis__8470,0.2277493887648946
